NFORM,CLANGUE,XLIB,DCREATION,DMAJ,XUSER,UPDATED_BY,MODULE_MF,SIGN_MF
FDCPA01,5,MUST BE DEFINED,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm9e9h8dwjk4pj59otsfqvhkmqoup
FDCPT01,1,LISTE DES COMPTES,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm14487f3asrs7nwx7pj1uz9g4w7c
FDCPT01,2,ACCOUNT LIST,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm14487f3asrs7nwx7pj1uz9g4w7c
FDCPT01,3,ACCOUNT LIST,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm14487f3asrs7nwx7pj1uz9g4w7c
FDCPT01,4,ACCOUNT LIST,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm14487f3asrs7nwx7pj1uz9g4w7c
FDCPT01,5,ACCOUNT LIST,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFm14487f3asrs7nwx7pj1uz9g4w7c
FDCPT03,1,RELEVE DE COMPTES,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFfyyp855kddhkth3tkefxu0lal0sk
FDCPT03,2,ACCOUNTS STATEMENT,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFfyyp855kddhkth3tkefxu0lal0sk
FDCPT03,3,ACCOUNTS STATEMENT,09/27/1999 18:01:15,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFfyyp855kddhkth3tkefxu0lal0sk
FDCPT03,5,ACCOUNTS STATEMENT,09/27/1999 18:01:16,09/27/1999 18:46:38,AMS,MANINTF,STDM,MFfyyp855kddhkth3tkefxu0lal0sk
FDCPT04,1,JOURNAL DU COMPTE,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFcre6tqs7mi1ahf4n14vom3v8ld4n
FDCPT04,2,ACCOUNTING JOURNAL,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFcre6tqs7mi1ahf4n14vom3v8ld4n
FDCPT04,4,ACCOUNTING JOURNAL,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFcre6tqs7mi1ahf4n14vom3v8ld4n
FDCPT04,5,ACCOUNTING JOURNAL,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFcre6tqs7mi1ahf4n14vom3v8ld4n
FDCPY01,2,FUND COPY,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFl4je42qwxqz0094t4wcuy93nsk5x
FDCPY01,3,FUND COPY,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFl4je42qwxqz0094t4wcuy93nsk5x
FDCPY01,4,FUND COPY,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFl4je42qwxqz0094t4wcuy93nsk5x
FDCUS01,1,DEFINITION DES CODES CALCULS,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFkcki9wjrbgahsr4ggizuc7848ks5
FDCUS01,2,CALCULATION CODE DEFINITION,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFkcki9wjrbgahsr4ggizuc7848ks5
FDCUS01,3,CALCULATION CODE DEFINITION,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFkcki9wjrbgahsr4ggizuc7848ks5
FDCUS01,5,CALCULATION CODE DEFINITION,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFkcki9wjrbgahsr4ggizuc7848ks5
FDCVL01,1,MAJ  DES COURS MANUELS,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF1rhhorcv56xsfbf5lbpfq91fql70
FDCVL01,2,SECURITY PRICE UPDATE,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF1rhhorcv56xsfbf5lbpfq91fql70
FDCVL01,3,SECURITY PRICE UPDATE,09/27/1999 18:01:16,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF1rhhorcv56xsfbf5lbpfq91fql70
FDCVL01,4,SECURITY PRICE UPDATE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF1rhhorcv56xsfbf5lbpfq91fql70
FDCVL01,5,SECURITY PRICE UPDATE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF1rhhorcv56xsfbf5lbpfq91fql70
FDCVO01,1,COTATION TITRE PAR FONDS,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF069nzk1w1043mxj5f30fkr4hdjba
FDCVO01,2,SPECIAL SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF069nzk1w1043mxj5f30fkr4hdjba
FDCVO01,3,SPECIAL SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF069nzk1w1043mxj5f30fkr4hdjba
FDCVO01,4,SPECIAL SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF069nzk1w1043mxj5f30fkr4hdjba
FDCVO01,5,SPECIAL SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MF069nzk1w1043mxj5f30fkr4hdjba
FDCVO02,1,COURS DE TITRE PAR FONDS,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFi0nnyjg8il702rgs36zjudikrf5q
FDCVO02,2,FUND SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFi0nnyjg8il702rgs36zjudikrf5q
FDCVO02,3,FUND SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFi0nnyjg8il702rgs36zjudikrf5q
FDCVO02,4,FUND SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFi0nnyjg8il702rgs36zjudikrf5q
FDCVO02,5,FUND SECURITY PRICE,09/27/1999 18:01:17,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFi0nnyjg8il702rgs36zjudikrf5q
FDDVF03,1,FUND GROUP LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFzr818mmx1uvplzc2y4p1vjvhh4pw
FDDVF03,2,FUND GROUP LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFzr818mmx1uvplzc2y4p1vjvhh4pw
FDDVF03,3,FUND GROUP LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFzr818mmx1uvplzc2y4p1vjvhh4pw
FDDVF03,4,FUND GROUP LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFzr818mmx1uvplzc2y4p1vjvhh4pw
FDDVF03,5,FUND GROUP LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFzr818mmx1uvplzc2y4p1vjvhh4pw
FDPTF18,1,MASTER SUBFUND LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFchwfrg2ut7hjx20aj5fr3mm8qume
FDPTF18,2,MASTER SUBFUND LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFchwfrg2ut7hjx20aj5fr3mm8qume
FDPTF18,3,MASTER SUBFUND LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFchwfrg2ut7hjx20aj5fr3mm8qume
FDPTF18,4,MASTER SUBFUND LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFchwfrg2ut7hjx20aj5fr3mm8qume
FDPTF18,5,MASTER SUBFUND LINKS,04/11/2006 15:57:10,04/11/2006 16:01:41,AMS,MANINTF,STDM,MFchwfrg2ut7hjx20aj5fr3mm8qume
FDDCR01,1,DEBITS/CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFihj0rgm18h7v6sk8pv81z2gbd8g9
FDDCR01,2,DEBITS/CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFihj0rgm18h7v6sk8pv81z2gbd8g9
FDDCR01,4,DEBITS/CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFihj0rgm18h7v6sk8pv81z2gbd8g9
FDDCR01,5,DEBITS/CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:39,AMS,MANINTF,STDM,MFihj0rgm18h7v6sk8pv81z2gbd8g9
FDDCR02,1,LISTE DES DEBITS/CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFzk7nahmq32vi2l9bixjlsy7b0ayg
FDDCR02,3,DEBITS/CREDITS LIST,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFzk7nahmq32vi2l9bixjlsy7b0ayg
FDDCR02,4,DEBITS/CREDITS LIST,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFzk7nahmq32vi2l9bixjlsy7b0ayg
FDWAM03,2,WAM CALCULATION REPORT,06/17/2005 11:46:34,06/17/2005 11:48:45,AMS,MANINTF,STDM,MFus470fwd2yb0u9xivssqnz3npmma
FDWAM03,3,WAM CALCULATION REPORT,06/17/2005 11:46:34,06/17/2005 11:48:45,AMS,MANINTF,STDM,MFus470fwd2yb0u9xivssqnz3npmma
FDWAM03,4,WAM CALCULATION REPORT,06/17/2005 11:46:34,06/17/2005 11:48:45,AMS,MANINTF,STDM,MFus470fwd2yb0u9xivssqnz3npmma
FDWAM03,5,WAM CALCULATION REPORT,06/17/2005 11:46:34,06/17/2005 11:48:45,AMS,MANINTF,STDM,MFus470fwd2yb0u9xivssqnz3npmma
FDDCR02,5,DEBITS/CREDITS LIST,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFzk7nahmq32vi2l9bixjlsy7b0ayg
FDDCS01,1,DEBIT/CREDIT SANS BALANCE,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhjklsljnu2a00d3zjnyuf7zlyciv
FDDCS01,2,DEBIT/CREDIT WITHOUT BALANCE,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhjklsljnu2a00d3zjnyuf7zlyciv
FDDCS01,3,DEBIT/CREDIT WITHOUT BALANCE,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhjklsljnu2a00d3zjnyuf7zlyciv
FDDCS01,4,DEBIT/CREDIT WITHOUT BALANCE,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhjklsljnu2a00d3zjnyuf7zlyciv
FDDCS01,5,DEBIT/CREDIT WITHOUT BALANCE,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhjklsljnu2a00d3zjnyuf7zlyciv
FDDCS02,1,DEBITS / CREDITS,09/27/1999 18:01:18,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFd7luxknrhz2dhibyuljegb0yx70m
FDDCS02,2,DEBITS / CREDITS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFd7luxknrhz2dhibyuljegb0yx70m
FDDCS02,3,DEBITS / CREDITS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFd7luxknrhz2dhibyuljegb0yx70m
FDDCS02,4,DEBITS / CREDITS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFd7luxknrhz2dhibyuljegb0yx70m
FDDCS02,5,DEBITS / CREDITS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFd7luxknrhz2dhibyuljegb0yx70m
FDDEO01,1,DROITS D ACCES PAR PROGRAMME,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFib9ew91gyz405w826gbfbykiq8lv
FDDEO01,2,RIGHTS ON DEALS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFib9ew91gyz405w826gbfbykiq8lv
FDDEO01,3,RIGHTS ON DEALS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFib9ew91gyz405w826gbfbykiq8lv
FDDEO01,4,RIGHTS ON DEALS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFib9ew91gyz405w826gbfbykiq8lv
FDDEP01,1,DEPOT A TERME FIXE,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFdwjzo64nhkd2xbp4lygavhkl30e0
FDDEP01,2,DEPOSIT,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFdwjzo64nhkd2xbp4lygavhkl30e0
FDDEP01,3,DEPOSIT,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFdwjzo64nhkd2xbp4lygavhkl30e0
FDDEP01,5,DEPOSIT,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFdwjzo64nhkd2xbp4lygavhkl30e0
FDDEP02,1,LISTE DES DEPOTS,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhzyd6ocsh79s3yig11nsialdmz81
FDDEP02,3,DEPOSIT LIST,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhzyd6ocsh79s3yig11nsialdmz81
FDDEP02,4,DEPOSIT LIST,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhzyd6ocsh79s3yig11nsialdmz81
FDDEP02,5,DEPOSIT LIST,09/27/1999 18:01:19,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFhzyd6ocsh79s3yig11nsialdmz81
FDDEP03,2,DEPOSIT REPAYMENT,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MF5wdq0fa4n77ym86srhad2qsog6x9
FDDEP03,3,DEPOSIT REPAYMENT,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MF5wdq0fa4n77ym86srhad2qsog6x9
FDDEP03,4,DEPOSIT REPAYMENT,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MF5wdq0fa4n77ym86srhad2qsog6x9
FDDIV01,1,DISTRIBUTION DIVIDENDE,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFw00bw67vyljgqmwl970x2qhv4moe
FDDIV01,2,DIVIDENDS LIST,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFw00bw67vyljgqmwl970x2qhv4moe
FDDIV01,3,DIVIDENDS LIST,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFw00bw67vyljgqmwl970x2qhv4moe
FDDIV01,4,DIVIDENDS LIST,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFw00bw67vyljgqmwl970x2qhv4moe
FDDIV01,5,DIVIDENDS LIST,09/27/1999 18:01:20,09/27/1999 18:46:40,AMS,MANINTF,STDM,MFw00bw67vyljgqmwl970x2qhv4moe
FDDIV02,1,DISTRIBUTION DIVIDENDE,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFvv7ogg5g3dktr8fexg6jq3pqqn4y
FDDIV02,2,DIVIDENDS MANAGEMENT,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFvv7ogg5g3dktr8fexg6jq3pqqn4y
FDDIV02,3,DIVIDENDS MANAGEMENT,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFvv7ogg5g3dktr8fexg6jq3pqqn4y
FDDIV02,4,DIVIDENDS MANAGEMENT,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFvv7ogg5g3dktr8fexg6jq3pqqn4y
FDDIV02,5,DIVIDENDS MANAGEMENT,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFvv7ogg5g3dktr8fexg6jq3pqqn4y
FDDIV03,1,AUTO. DIVIDEND,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF0s4ew7rm1138d9thwfjvcybsbmsb
FDDIV03,2,AUTO. DIVIDEND,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF0s4ew7rm1138d9thwfjvcybsbmsb
FDDIV03,3,AUTO. DIVIDEND,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF0s4ew7rm1138d9thwfjvcybsbmsb
FDDIV03,4,AUTO. DIVIDEND,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF0s4ew7rm1138d9thwfjvcybsbmsb
FDDIV03,5,AUTO. DIVIDEND,09/27/1999 18:01:20,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF0s4ew7rm1138d9thwfjvcybsbmsb
FDDVF01,1,DROITS D ACCES S/FONDS,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFwgmlssa19jvwgwc9m20634756b06
FDDVF01,2,ACCESS CONTROL ON FUNDS,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFwgmlssa19jvwgwc9m20634756b06
FDDVF01,4,ACESS CONTROL ON FUNDS,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFwgmlssa19jvwgwc9m20634756b06
FDDVF01,5,ACESS CONTROL ON FUNDS,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFwgmlssa19jvwgwc9m20634756b06
FDDVP01,1,DATES VALEURS PAR PLACE,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFp0j7ho48akdvpb9xts7p3h3299mq
FDDVP01,3,VALUE DATE BY STOCK MARKET,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFp0j7ho48akdvpb9xts7p3h3299mq
FDDVP01,4,VALUE DATE BY STOCK MARKET,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFp0j7ho48akdvpb9xts7p3h3299mq
FDDVP01,5,VALUE DATE BY STOCK MARKET,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFp0j7ho48akdvpb9xts7p3h3299mq
FDECH01,2,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFfn9sa7n83lwo34mqwsxtqoek0n99
FDECH01,3,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFfn9sa7n83lwo34mqwsxtqoek0n99
FDECH01,4,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFfn9sa7n83lwo34mqwsxtqoek0n99
FDECH02,1,AVERTISSEMENT S/ECHEANCES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFmeleeewnp0t0dn5ok3gx1xdqrjdq
FDECH02,2,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFmeleeewnp0t0dn5ok3gx1xdqrjdq
FDECH02,3,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFmeleeewnp0t0dn5ok3gx1xdqrjdq
FDECH02,5,WARNING ON MATURITIES,09/27/1999 18:01:21,09/27/1999 18:46:41,AMS,MANINTF,STDM,MFmeleeewnp0t0dn5ok3gx1xdqrjdq
FDECH03,1,AVERTISSEMENT S/ECHEANCES,09/27/1999 18:01:22,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF1i0gg06r3v3epsm8hrccxiuf2gwb
FDECH03,2,WARNING ON MATURITIES,09/27/1999 18:01:22,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF1i0gg06r3v3epsm8hrccxiuf2gwb
FDECH03,3,WARNING ON MATURITIES,09/27/1999 18:01:22,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF1i0gg06r3v3epsm8hrccxiuf2gwb
FDECH03,4,WARNING ON MATURITIES,09/27/1999 18:01:22,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF1i0gg06r3v3epsm8hrccxiuf2gwb
FDECH03,5,WARNING ON MATURITIES,09/27/1999 18:01:22,09/27/1999 18:46:41,AMS,MANINTF,STDM,MF1i0gg06r3v3epsm8hrccxiuf2gwb
FDPRI01,1,PRICING,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,PRMO,MFshp8vfg6fk7re2p9g7yp2l2c2er1
FDPRI01,2,PRICING,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,PRMO,MFshp8vfg6fk7re2p9g7yp2l2c2er1
FDPRI01,4,PRICING,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,PRMO,MFshp8vfg6fk7re2p9g7yp2l2c2er1
FDPRI01,5,PRICING,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,PRMO,MFshp8vfg6fk7re2p9g7yp2l2c2er1
FDSEC12,2,SECURITY IDS,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFdpm5z2ntj12fd6r05nb31ly1iknc
FDSEC12,3,SECURITY IDS,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFdpm5z2ntj12fd6r05nb31ly1iknc
FDSEC12,5,SECURITY IDS,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFdpm5z2ntj12fd6r05nb31ly1iknc
FDFUT01,1,FUTURES,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFe64lmpfwo1r63w1boyepbgrj2sov
FDSEC15,4,MULTI LANGUAGE DESCRIPTION,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFbd76fx0o2fxdrqg7ddcx3mtktqui
FDECT01,1,EQUI_CODES_TITRES,09/27/1999 18:01:22,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvj4f3bfd5mrnzhdsi9bd5rvuxzv1
FDECT01,2,EQUI_CODES_TITRES,09/27/1999 18:01:22,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvj4f3bfd5mrnzhdsi9bd5rvuxzv1
FDECT01,3,EQUI_CODES_TITRES,09/27/1999 18:01:22,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvj4f3bfd5mrnzhdsi9bd5rvuxzv1
FDECT01,4,EQUI_CODES_TITRES,09/27/1999 18:01:22,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvj4f3bfd5mrnzhdsi9bd5rvuxzv1
FDECT01,5,EQUI_CODES_TITRES,09/27/1999 18:01:22,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvj4f3bfd5mrnzhdsi9bd5rvuxzv1
FDEGA01,1,EGALISATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MF1i0611hv06bowpqbzrf471s6sndr
FDEGA01,2,EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MF1i0611hv06bowpqbzrf471s6sndr
FDEGA01,3,EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MF1i0611hv06bowpqbzrf471s6sndr
FDEGA01,4,EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MF1i0611hv06bowpqbzrf471s6sndr
FDEGA01,5,EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MF1i0611hv06bowpqbzrf471s6sndr
FDOPT01,4,OPTION POSITION LIST,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFuz47vffcxerfy9dka7bcxjvpcxv1
FDOPT01,5,OPTION POSITION LIST,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MFuz47vffcxerfy9dka7bcxjvpcxv1
FDOPT02,2,OPTION DEFINITION,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MF1bsorbnleb24dmxp11hkwrtfm9at
FDOPT02,4,OPTION DEFINITION,04/26/2005 10:47:49,04/26/2005 15:37:12,AMS,MANINTF,STDM,MF1bsorbnleb24dmxp11hkwrtfm9at
FDEGA04,1,PRINT EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MFpwhwbt8g1n27y4co63xffqv3y9jd
FDEGA04,2,PRINT EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MFpwhwbt8g1n27y4co63xffqv3y9jd
FDEGA04,3,PRINT EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MFpwhwbt8g1n27y4co63xffqv3y9jd
FDEGA04,4,PRINT EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MFpwhwbt8g1n27y4co63xffqv3y9jd
FDEGA04,5,PRINT EQUALIZATION,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,EQUL,MFpwhwbt8g1n27y4co63xffqv3y9jd
FDEMP01,1,LISTE DES EMPRUMTS,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvbjoy54dr5dcuwaeaaipkcwytvjy
FDEMP01,2,LOANS LIST,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvbjoy54dr5dcuwaeaaipkcwytvjy
FDEMP01,3,LOANS LIST,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvbjoy54dr5dcuwaeaaipkcwytvjy
FDEMP01,4,LOANS LIST,09/27/1999 18:01:23,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvbjoy54dr5dcuwaeaaipkcwytvjy
FDEMP01,5,LOANS LIST,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MFvbjoy54dr5dcuwaeaaipkcwytvjy
FDEMP02,1,EMPRUNTS,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MF8yyccvcknu9y8l9m097vh1t3cl3d
FDEMP02,2,LOANS TRANSACTION,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MF8yyccvcknu9y8l9m097vh1t3cl3d
FDEMP02,3,LOANS TRANSACTION,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MF8yyccvcknu9y8l9m097vh1t3cl3d
FDEMP02,4,LOANS TRANSACTION,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MF8yyccvcknu9y8l9m097vh1t3cl3d
FDEMP02,5,LOANS TRANSACTION,09/27/1999 18:01:24,09/27/1999 18:46:42,AMS,MANINTF,STDM,MF8yyccvcknu9y8l9m097vh1t3cl3d
